Image,Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness
Image338,0,5.64480590820313,482.075190997334,21.9562107613617,0.096367376134364,4.25373740252133,18.5237454962011,224.376304155614,0.274540123066948,0.075372279173615,0.505259074940105,6.02404951370469,0.944281428685986,7.45834073119875E-155
Image339,0,7.90093994140625,731.70815324151,27.0501044959444,0.28228320859066,3.78199291522185,14.7178677483533,156.515698587127,0.490166760090099,0.240263452697224,0.660469343245613,3.9383830455259,0.972672471961292,7.45834073119875E-155
Image340,1,24.2337341308594,2067.71580810389,45.4721432099246,0.038569026908089,2.48645653578499,6.85466577030406,262.043728135932,0.169822083278048,0.028839539968896,0.436487465241813,5.97413793103448,0.953982702101192,7.45834073119875E-155
Image341,0,16.4047698974609,1258.51497167601,35.4755545647423,0.079444235844658,2.6668740524637,7.42991126774733,226.085292580982,0.248049938841121,0.061528772159084,0.462658848764464,6.79989550679206,0.954580191697742,7.45834073119875E-155
Image342,0,3.19084167480469,192.165662687875,13.8623830089878,0.151723386665628,5.48953169222163,32.9757147796733,131.970862470863,0.350057946430254,0.122540565858966,0.532238288617051,5.08449883449883,0.939502898727585,7.45834073119875E-155
Image343,0,6.91694641113281,641.317911870263,25.3242554060384,0.088270442870046,4.01004844201357,16.3884197334103,171.234754098361,0.26185424019231,0.068567643106692,0.521261264567893,4.93672131147541,0.963526214755769,7.45834073119875E-155
Image344,0,9.28511047363281,756.854060904307,27.5109807332328,0.231605064807395,3.35018632097319,11.6475926598738,102.98813700919,0.439834141111345,0.193454071687155,0.639563756667196,3.3109440267335,0.978691033905457,7.45834073119875E-155
Image345,1,22.2224426269531,1843.30426959221,42.9337194940319,0.004355784736472,2.63345444434355,7.52237282417515,112.127339449541,0.055365263003489,0.003065312347446,0.357490999564851,5.30473394495413,0.968147448198334,7.45834073119875E-155
Image346,0,4.40628051757813,315.825472845965,17.7714791969033,0.077585134624726,4.47752578595727,20.6607870230065,167.233409610984,0.24471302572544,0.0598844649597,0.49773572651701,5.48779557589626,0.939417465954009,7.45834073119875E-155
Image347,0,4.59490966796875,459.371857629619,21.4329619425225,0.123085797700452,4.97359816552332,25.1521424137461,332.817411764706,0.312611015574985,0.097725647058824,0.572757658089471,5.37788235294118,0.938207601148716,7.45834073119875E-155
Image348,0,7.337890625,631.10670424148,25.1218371987695,0.284964649195141,3.78119284724997,14.7804243777857,139.548039215686,0.492691013549828,0.242744434832756,0.695642838913668,3.1078431372549,0.971747352484568,7.45834073119875E-155
Image349,0,9.94432067871094,631.304273746229,25.1257691175062,0.073314519446497,2.93767545214937,8.93386327105296,162.232967032967,0.237485006246101,0.056399128191711,0.520347576634838,4.52362637362637,0.938266433218917,7.45834073119875E-155
Image350,0,6.30258178710938,554.677571668324,23.5515938243747,0.08905213564458,4.12064841650928,17.2864527464838,102.127403062887,0.262903090014911,0.069118034739389,0.531683976541313,4.12968393613555,0.976811159330634,7.45834073119875E-155
Image351,1,3.48211669921875,408.177738048657,20.2034090699727,0.001518837304757,6.43699592008074,43.532837898333,261.011408730159,0.032468299679287,0.001054190484064,0.254377669969333,8.21378968253968,0.913958010374734,7.45834073119875E-155
Image352,0,11.4043579101563,602.965041254903,24.5553464902229,0.109686402812392,2.59863364701134,7.05780270128215,88.8387464387464,0.293928228180114,0.086393803321101,0.550317875559744,3.89870212092434,0.963315864176025,7.45834073119875E-155
Image353,0,6.53291320800781,373.911209876875,19.3367838555659,0.112927247166855,3.48934943374317,12.5746060330198,126.990207373272,0.298481018506437,0.08909091840864,0.54957915816634,4.76017665130568,0.9451193007939,7.45834073119875E-155
Image354,0,3.42784118652344,171.00261074388,13.0767966545282,0.105471075088764,4.1821334207449,17.8456257038933,40.271679197995,0.28744707517574,0.082625821027087,0.578029315450574,2.72046783625731,0.971602204569862,7.45834073119875E-155
Image355,0,4.41142272949219,216.058027206712,14.6989124497941,0.255369565071926,3.67853655342705,13.8886133931677,35.783917607447,0.463566263304011,0.214893680473644,0.69775100867609,2.07605466428996,0.978059594208444,7.45834073119875E-155
Image356,0,7.8597412109375,336.920568446877,18.3553961669825,0.127961633958809,2.80493638657379,8.2993164965484,50.0280341880342,0.319217737694404,0.101899964058733,0.589542731720483,2.86222222222222,0.967116314664024,7.45834073119875E-155
Image357,0,9.48182678222656,366.719792041763,19.1499292959991,0.098292759305035,2.4851128406096,6.57958592195381,44.7090800477897,0.277219828001436,0.076850833037146,0.566303457690538,2.82544802867383,0.966690151177818,7.45834073119875E-155
Image358,1,4.68440246582031,768.128496658084,27.7151311860161,0.00691078798584,6.59235701131079,45.7806101561699,264.97605083089,0.069896745352684,0.004885555010898,0.368186813715011,7.42864125122189,0.966718497192785,7.45834073119875E-155
Image359,0,4.60176086425781,249.948600379172,15.8097628185616,0.126662301169393,3.79776940191624,14.6952680470052,38.8959568733154,0.316208667618213,0.099987921476886,0.637866376363826,2.30188679245283,0.978590128293442,7.45834073119875E-155
Image360,0,6.5858154296875,352.621810600349,18.7782270355949,0.265848799854011,3.26630903364934,11.4236285302942,56.8759092854087,0.473772016603202,0.224459923716264,0.706130615199236,2.28341178148624,0.973230699628216,7.45834073119875E-155
Image361,0,9.05885314941406,393.301910351994,19.8318408210633,0.149293534558249,2.65913669530715,7.5169088758531,45.6522788666015,0.34671473418962,0.120211106904179,0.60957502916036,2.57945858957411,0.973230552659894,7.45834073119875E-155
Image362,0,13.5060577392578,509.2544245483,22.5666662258363,0.10198232344096,2.15188378614433,5.17373097052715,50.3977905435263,0.282804844523417,0.079978580085914,0.559607361312534,2.9976137870084,0.969187421545006,7.45834073119875E-155
Image363,1,1.30589294433594,130.995033412551,11.445306173823,0.003206200911078,9.81331973702424,104.146181173232,143.045606229144,0.047245296065841,0.002232118000349,0.246312233193744,7.27252502780868,0.929569643906866,7.45834073119875E-155
Image364,0,1.25370788574219,49.6542915013935,7.04658012807585,0.29889147455771,6.83536597160504,51.809915261096,82.9259685462217,0.50582537477476,0.255859309766026,0.658551894314416,3.26850786344457,0.899778593365929,7.45834073119875E-155
Image365,0,3.658447265625,212.693286573893,14.5840079050271,0.090066048668364,5.01870169879445,29.3861620161223,104.161403508772,0.265014679788108,0.070232780503193,0.50527692721741,4.31044277360067,0.948115189161375,7.45834073119875E-155
Image366,0,16.8234252929688,1023.40478390329,31.9906983966166,0.117217311308148,2.3463544809714,5.89153743681868,105.913406364111,0.304715036495463,0.092851253466431,0.557200293592589,3.84632237871675,0.971234608329556,7.45834073119875E-155
Image367,1,0.52154541015625,76.1624871619595,8.72711218914708,0.039544740466626,17.380474476027,311.537944837155,1191.76,0.171449821587291,0.029395041322314,0.284371471421871,16.4945454545455,0.842092484749627,7.45834073119875E-155
Image368,0,5.46133422851563,496.485407248535,22.2819525008141,0.133305080986671,4.41987232355267,19.910819121237,212.896774193548,0.326264951758391,0.106448818745905,0.595623759000038,4.60537634408602,0.955411439956948,7.45834073119875E-155
Image369,0,10.5756378173828,861.357446303414,29.3488917389297,0.116411988045459,3.15566369127488,10.2102908464361,263.094703049759,0.303534360777259,0.092133108172459,0.560764417743484,5.48106883202719,0.943262646005868,7.45834073119875E-155
Image370,0,3.00888061523437,230.640269394774,15.1868452746044,0.161093517963212,5.44356113378093,30.4196891439513,298.336178283547,0.361368097571915,0.130586901942745,0.583159683449084,6.11948790896159,0.910682908800222,7.45834073119875E-155
Image371,0,11.3418121337891,601.528729053525,24.5260826275524,0.10396944754291,2.72505842124408,7.90222111378759,65.954664528201,0.285812284366588,0.081688661894847,0.578536797388839,3.36188184977279,0.974639254019185,7.45834073119875E-155
Image372,0,14.5115356445313,708.867694561025,26.6245693779453,0.105530479429419,2.28498976327859,5.60124692100642,46.6605256812153,0.288059922064656,0.082978518699896,0.567689887024535,3.10962141306969,0.981424001837276,7.45834073119875E-155
Image373,1,7.98654174804688,711.114583094185,26.6667317662698,0.00293225176429,3.94478401363603,16.5362971442082,78.4522032693674,0.045245192231472,0.002047127420063,0.373262617614201,4.79868514570007,0.966101168474129,7.45834073119875E-155
Image374,0,8.927734375,708.568657253869,26.6189529706536,0.22687502873952,3.34531428962216,11.5195774645056,145.445819651427,0.434907824072337,0.189144815439335,0.643960275578185,3.51536583312284,0.968134904122925,7.45834073119875E-155
Image375,0,13.5244445800781,907.362424121785,30.1224571395128,0.133030056483743,2.67910555756707,7.58576338702327,110.872119815668,0.326132657398255,0.106362510221648,0.560241888085409,3.9668458781362,0.971393590134029,7.45834073119875E-155
Image376,1,7.56465148925781,957.229367537627,30.9391235741678,0.014886125216737,4.51027197544894,20.9679904686241,167.65311587147,0.103900189128823,0.010795249301005,0.351370287404727,5.5294547224927,0.968557794094088,7.45834073119875E-155
Image377,1,6.98902893066406,868.876916937015,29.4767182185706,0.059178278935318,4.58528487667054,21.5978621095633,319.054490879705,0.212419689183813,0.045122124352948,0.458260618693946,5.47056107134611,0.954502137107685,7.45834073119875E-155
Image378,1,5.79251098632813,663.471771439736,25.757945792313,0.042686386381565,4.85378037947453,24.4197477301888,180.521946060286,0.179045454666145,0.032057274836607,0.438261618573514,4.51507139079852,0.966067941604624,7.45834073119875E-155
Image379,0,4.22407531738281,221.918042830388,14.8969138693351,0.16631776677183,3.97545554676769,16.3402094838109,95.4567687747036,0.367469089396051,0.135033531661563,0.596035334621885,3.6951581027668,0.946852621141882,7.45834073119875E-155
Image380,0,9.11381530761719,847.60173482192,29.1136005128517,0.286923143075702,3.52153408711274,12.7509772474831,145.204053109713,0.494493379635777,0.244523702503613,0.701512592143002,3.34014675052411,0.975777627121591,7.45834073119875E-155
Image381,1,8.92747497558594,769.712252652549,27.7436885192389,0.002002186143989,3.90780243537807,16.2772253928801,159.916260954236,0.037301747713208,0.00139142038246,0.335105485037852,6.89497843928224,0.956281368494789,7.45834073119875E-155
Image382,1,2.30703735351562,314.813378019951,17.7429810916867,0.002670290813646,8.00802075560527,65.3880582108674,153.425189393939,0.043068906406314,0.001854930699036,0.250550457521653,6.54829545454545,0.838868271677104,7.45834073119875E-155
Image383,0,17.5224456787109,1183.00105467307,34.394782375719,0.07858342873501,2.38276247967456,5.92458040278873,173.7989300867,0.246249906391716,0.060639016397929,0.519742209068572,4.95037815901125,0.95534834138601,7.45834073119875E-155
Image384,0,11.8907928466797,862.878564494646,29.3747947140852,0.093906601779711,2.89923567104526,8.68415217779317,218.089517854204,0.270786372329373,0.073325259439302,0.510751170867305,6.0870495310186,0.943319027139418,7.45834073119875E-155
Image385,0,4.30062866210938,306.196098843919,17.4984598992003,0.115203200962243,4.59655700577303,21.88525564518,188.77743902439,0.301986889084137,0.091196081178715,0.536972563727515,5.6659891598916,0.937564723881485,7.45834073119875E-155
Image386,0,5.04100036621094,369.346407565085,19.2183872259117,0.117297278981855,4.20093577924471,18.0760735413428,85.7549099172212,0.304665447072541,0.092821034639911,0.592610788904405,3.27641616620679,0.972662178107097,7.45834073119875E-155
Image387,0,6.93513488769531,480.798601598714,21.9271202304068,0.23840306964954,3.63176222180805,13.825891447752,81.3588499550764,0.446942287507746,0.199757408362656,0.647978839397438,2.99694519317161,0.975805538572231,7.45834073119875E-155
Image388,0,23.6413421630859,1493.16827180452,38.6415355777241,0.063066575701973,2.11628917189241,4.87768067515867,160.004740740741,0.219491451963714,0.04817649748514,0.530549827816027,4.17422222222222,0.960641885393415,7.45834073119875E-155
Image389,0,6.44479370117188,504.988431238322,22.4719476512011,0.09922626019263,4.04928062951771,17.3608100133213,320.634429400387,0.279117943753585,0.07790682652523,0.47672292141455,6.69577231279359,0.914601484264733,7.45834073119875E-155
Image390,0,2.76980590820312,163.477082318574,12.7858156688799,0.117319321775741,5.4067428710484,31.3137746605138,75.290101010101,0.304965972634408,0.093004244464851,0.548049005289488,3.72484848484848,0.962910797275664,7.45834073119875E-155
Image391,0,4.47819519042969,268.916678780631,16.3986791779287,0.109261879681619,4.10957635132716,17.3427178205862,49.9474153297683,0.293220794067122,0.085978434073354,0.552333624153637,3.28966131907308,0.977036919366069,7.45834073119875E-155
Image392,0,6.02571105957031,341.053260508934,18.467627365445,0.205358082575899,3.59869940951335,13.6798847358524,68.0212913276787,0.412102028255915,0.169828081692639,0.607499766981069,3.35831746581271,0.970207126648368,7.45834073119875E-155
Image393,1,10.6023712158203,748.816039337221,27.3645032722544,0.001508045439535,3.21232877775557,11.0140052985868,85.9921165790731,0.032353050919992,0.001046719903832,0.312454394449305,5.51815575728619,0.936995679056837,7.45834073119875E-155
Image394,0,8.89088439941406,483.133995956738,21.9803092780047,0.111178351233414,2.92887276385524,8.92569744121129,85.6858129315756,0.296138034217695,0.087697735310321,0.544094614754011,4.06811048336472,0.961995116265615,7.45834073119875E-155
Image395,0,3.81027221679687,218.101798797729,14.7682700001635,0.171055991092318,4.50467185421847,21.4875400558659,118.986822028021,0.373381156500544,0.139413488029684,0.553723959114165,4.85670689416008,0.942360547489656,7.45834073119875E-155
Image396,0,8.93153381347656,744.749056825928,27.2900908174731,0.110433805091987,3.43624944271833,12.1433119403191,136.304526748971,0.295117602694433,0.087094399420109,0.584402791272898,3.92729766803841,0.969258777273506,7.45834073119875E-155
Image397,0,11.5057373046875,901.676884889021,30.0279350753431,0.209597150317791,2.9608077719676,9.09751790907123,130.76990376203,0.416570182154459,0.173530716660199,0.659873629590099,3.1350247885681,0.972955018891911,7.45834073119875E-155
Image398,0,18.6915588378906,1233.05526906313,35.1148867157952,0.097613918263044,2.3105643745534,5.69840148856756,152.236992945326,0.276467689566286,0.07643438337412,0.536484900855615,4.40586419753087,0.963187794202882,7.45834073119875E-155
Image399,0,20.7528533935547,1347.18536365237,36.7040238073753,0.099660830890158,2.21669906812223,5.31860650590464,127.481071463873,0.279609408350777,0.078181421238271,0.533316474293252,4.39774636750025,0.971049149699914,7.45834073119875E-155
Image400,1,15.1190490722656,2257.47102327227,47.5128511381107,0.003359143759205,3.68883255136112,14.2825752246786,115.734710474951,0.048549718265275,0.002357075143638,0.353810485878933,5.81929082628497,0.981158618443527,7.45834073119875E-155
Image401,1,12.1223449707031,1851.19113195461,43.0254707348404,0.004081169904228,4.05465005106151,17.1633698403133,169.621995192308,0.053624383230535,0.002875574476855,0.320767978959936,6.73297275641026,0.972006783502265,7.45834073119875E-155
Image402,0,4.58131408691406,310.476371877868,17.6203397208416,0.103257667050678,4.16517965728305,17.591812030503,78.92573824917,0.283886175780503,0.080591360799279,0.610310615168896,2.74751004717805,0.968744181207321,7.45834073119875E-155
Image403,0,3.11737060546875,141.644597100275,11.9014535708995,0.121691034502747,4.11402151838949,17.1876900524232,81.7195121951219,0.309411190438521,0.095735284768583,0.650118536996153,2.6859756097561,0.929645802349045,7.45834073119875E-155
Image404,0,6.63388061523438,489.676417634173,22.1286334334991,0.133096308619745,3.68434985805143,13.8135621993167,111.975791199092,0.325747526011297,0.106111450702481,0.600801332395582,3.46286722985752,0.967528856304633,7.45834073119875E-155
Image405,0,17.3551940917969,915.45946828452,30.2565607477869,0.061756071025384,2.15899232945037,4.88189346376033,145.605777777778,0.216358823328513,0.046811140432099,0.545840855421867,4.24811111111111,0.940805824313142,7.45834073119875E-155
Image406,0,7.46784973144531,457.69737545148,21.3938630324558,0.105228152857146,3.32370941879228,11.422950176881,161.098758131283,0.287651187808246,0.082743205847495,0.529337039508306,5.36960378474276,0.93773473129838,7.45834073119875E-155
Image407,0,1.53770446777344,100.150601913234,10.0075272626775,0.202601552943045,7.38042557959295,56.9903919734997,249.677045177045,0.409108981410241,0.167370158670525,0.577842967638149,6.21428571428571,0.891389953703139,7.45834073119875E-155
Image408,0,8.17742919921875,700.625633518974,26.4693338321722,0.136748315050098,3.60882981931021,13.3285656676608,157.876256950195,0.330859721916957,0.109468155586966,0.575591124920671,4.16727788950668,0.966858328671354,7.45834073119875E-155
Image409,1,9.98822021484375,1182.46464409144,34.3869836433997,0.013751586478421,3.87313928405623,15.5916718039435,207.207481112954,0.099642463766655,0.009928620585489,0.386308999033092,5.44481297217615,0.952619634243275,7.45834073119875E-155
Image410,1,8.93113708496094,1306.06034241473,36.1394568638591,0.027810740053123,4.44315068884082,20.221256689761,183.576923076923,0.143073743112085,0.020470095968103,0.433794443150992,5.03707136237257,0.977089729944774,7.45834073119875E-155
Image411,1,5.59295654296875,795.208936808078,28.1994492288072,0.027159718543685,5.42151624252086,30.2167823355134,155.619014084507,0.14150571293168,0.020023866792303,0.387298918128521,5.07887323943662,0.977203501289802,7.45834073119875E-155
Image412,0,6.81600952148438,557.860214494592,23.6190646405524,0.105215506855372,3.77221476827936,14.4323566026032,187.830701754386,0.287360151506517,0.082575856673848,0.566838993646748,4.5672514619883,0.951169121155239,7.45834073119875E-155
Image413,0,5.80982971191406,455.801366689193,21.3495050689517,0.088004403842861,4.04272175870736,16.6625489536705,119.507657217335,0.261502295073201,0.068383450328552,0.515785131689345,4.38546757901597,0.96496095354492,7.45834073119875E-155
Image414,1,2.61592102050781,412.46449192688,20.309221844445,0.025390805499971,8.29137398842577,71.2094690321231,333.636222910217,0.136693748993536,0.018685181013908,0.33436515444401,8.78482972136223,0.960961418529727,7.45834073119875E-155
Image415,1,4.30455017089844,684.987330437983,26.1722626159448,0.007647349705267,6.59276502804498,45.0968062459005,169.201550387597,0.073788786199883,0.005444784968852,0.306512232840412,7.41240310077519,0.975907454045832,7.45834073119875E-155
Image416,0,19.7907562255859,919.86925594913,30.3293464477745,0.072560844405416,1.96762986168752,4.25018887776861,99.4755555555556,0.235995565147743,0.055693906769403,0.507274257496829,4.10989898989899,0.95943512050751,7.45834073119875E-155
Image417,0,17.0294952392578,885.510914503773,29.757535423885,0.097879226868403,2.16355124914798,5.03321688454634,98.6511814982403,0.276726695641291,0.076577664080548,0.529553109731462,4.05138260432378,0.964465534578296,7.45834073119875E-155
Image418,0,12.5035552978516,699.301726409532,26.4443136876254,0.109347672120906,2.55246115130189,6.84815554939323,107.536815447927,0.293526404677208,0.086157750242728,0.538000694462066,4.38999683444128,0.960163663664916,7.45834073119875E-155
Image419,0,7.9593505859375,487.336143548957,22.0756912360396,0.112543739655964,3.19200955513372,10.5356301704598,123.680875576037,0.298031209267083,0.0888226016972,0.539867695752805,4.732910906298,0.952117164315971,7.45834073119875E-155
Image420,0,1.96711730957031,138.81192692324,11.7818473476463,0.228436521345053,6.362059413646,41.4778713021166,189.873357228196,0.436463331569873,0.190500239805073,0.614404327503466,5.28195937873357,0.931307845994885,7.45834073119875E-155
Image421,0,7.23614501953125,748.502192959659,27.3587681184599,0.104927829069058,4.12315120372315,17.3404483270158,165.53462696554,0.287137907929207,0.082448178169962,0.590656327245164,4.21144195383071,0.972482733518092,7.45834073119875E-155
Image422,0,0.85791015625,32.1510953153956,5.67019358711814,0.227419621321931,7.43573648280149,58.4742986653473,41.3427141963727,0.43552491343006,0.189681950218261,0.632029291381871,2.57661038148843,0.945486339681912,7.45834073119875E-155
Image423,0,2.67404174804687,122.321613947306,11.0599102142515,0.09607461858019,4.58617852986661,21.541626929762,43.7676823638043,0.27326710296141,0.074674909560922,0.616178389002585,2.63564173591874,0.963460287303663,7.45834073119875E-155
Image424,0,3.61465454101562,154.70268375176,12.4379533586423,0.132534064337763,3.79952094856721,14.7092410619309,33.6545357238427,0.323543881599599,0.104680643320535,0.653019617264313,2.1027562215681,0.970367657773561,7.45834073119875E-155
Image425,0,5.73782348632813,222.095006074912,14.902852279846,0.205212208760095,3.04470270274623,9.77749098446248,39.5281796885765,0.411586236281022,0.169403229895977,0.676706624199406,2.18575168802535,0.966823273595208,7.45834073119875E-155
Image426,0,8.47491455078125,268.062697429578,16.3726203592943,0.066314207452319,2.36708892439469,5.8297313282912,26.5640831758034,0.223401876402575,0.049908398380191,0.630970529365958,1.9284183994959,0.967034008055066,7.45834073119875E-155
Image427,0,5.92869567871094,199.93101743757,14.1396965115086,0.080101109622776,2.78882501152236,7.988242842167,28.262627957711,0.246743913887922,0.06088255904073,0.633249018710084,2.01996979358953,0.963543713389367,7.45834073119875E-155
Image428,0,2.97337341308594,111.763176549915,10.5718104669879,0.125173653014252,3.91204293901961,15.6226044446377,42.1350649350649,0.314209596348722,0.098727670437627,0.645448076620436,2.42626262626263,0.950373618037039,7.45834073119875E-155
Image429,0,5.68763732910156,382.876905935116,19.5672406316045,0.130718509065524,3.75297373602326,14.2932137780307,90.5382078064871,0.322328188607691,0.103895461171115,0.619427276430195,2.83699835074217,0.967059657524838,7.45834073119875E-155
Image430,0,18.7254180908203,775.042168473649,27.8395791719927,0.05618955690157,1.93582365725594,4.09004685814908,86.1698513800425,0.206202433763711,0.042519443690078,0.514718441468692,3.62533315264038,0.954375165880745,7.45834073119875E-155
Image431,0,17.5000152587891,750.973868702777,27.4039024356528,0.062273658494931,1.99888885590842,4.30711786360649,78.8861694980324,0.217590731096287,0.047345726259017,0.528049086813705,3.38448987426816,0.95850341576555,7.45834073119875E-155
Image432,0,15.2949371337891,706.683701306772,26.5835231169003,0.056267557094831,2.16707724524253,4.93071872332087,86.9096730704415,0.206069160679439,0.042464498983128,0.527518988734122,3.49488821480733,0.952653738598608,7.45834073119875E-155
Image433,0,11.6287689208984,594.09699622512,24.3741050343417,0.074255372283252,2.52067285667782,6.59696502040677,111.14627805145,0.238862046435859,0.057055077227526,0.518795227991911,4.25588396278051,0.945590192802016,7.45834073119875E-155
Image434,0,6.69960021972656,370.493616377861,19.248210731854,0.090927582596815,3.36231315787913,11.730974570345,113.424426861432,0.266246642977829,0.070887274896963,0.504199984829652,4.92371677825117,0.944979283153842,7.45834073119875E-155
Image435,0,1.6331787109375,90.9903236464525,9.53888482195128,0.31119304861259,6.35172355094652,41.991414185008,132.16713747646,0.517166449052821,0.267461136025904,0.673172728825706,3.8243879472693,0.922117898811158,7.45834073119875E-155
Image436,0,6.24937438964844,440.621168342261,20.9909782607258,0.128984077552451,3.84267654919113,15.3267330832168,79.3194174757282,0.320637992527918,0.102808722252333,0.623596456190704,2.87621359223301,0.975454646431978,7.45834073119875E-155
Image437,1,7.52241516113281,1071.03364757061,32.7266504178263,0.005151293895278,4.77171039652009,23.463805067913,179.599537037037,0.060283178992593,0.003634061669453,0.330583643467041,6.26736111111111,0.960784487227907,7.45834073119875E-155
Image438,1,5.02305603027344,669.910487002938,25.8826290589449,0.002988497669478,5.59560101957098,32.4546214680349,154.202922077922,0.045687670385442,0.002087363225249,0.336594633644863,5.33522727272727,0.951122709964212,7.45834073119875E-155
Image439,0,13.2601013183594,889.06640786318,29.8172166350781,0.076876414553999,2.69331893519667,7.57185537501765,226.827781926811,0.243479595880282,0.059282313610025,0.518502872878649,5.30843913368185,0.932613516537924,7.45834073119875E-155
Image440,0,1.27955627441406,27.3488355248646,5.22961141241533,0.109727977839922,4.52493274039755,21.0128655458837,7.01045166106756,0.29044992584763,0.084361159424894,0.705866439629783,1.13064576334453,0.972607980385022,7.45834073119875E-155
Image441,0,1.66639709472656,35.7616844496615,5.9801073944923,0.290222670787116,4.01779664370891,16.5906047259274,5.35022091310751,0.495609001407534,0.245628282276173,0.810920845803123,0.745999018163967,0.98193355732879,7.45834073119875E-155
Image442,0,5.48896789550781,85.835766210421,9.26475937142574,0.088627898016541,2.12091935171044,4.7869595270549,8.30093947327892,0.258099244900872,0.0666152202184,0.711244605227003,1.11545767236511,0.965446824527571,7.45834073119875E-155
Image443,0,4.44427490234375,74.8992921556032,8.65443771458338,0.106097495847485,2.37030506679308,5.88069462866892,8.55060681041593,0.284735888518372,0.081074526210347,0.712079414977524,1.14881583598445,0.966429753202403,7.45834073119875E-155
Image444,0,3.04469299316406,56.689318035428,7.52923090597094,0.11981667876729,2.8881114162149,8.60901080194856,14.0198717948718,0.304890758181878,0.092958374424721,0.683497597576633,1.49615384615385,0.946101978624067,7.45834073119875E-155
Image445,0,1.44148254394531,28.3329000025025,5.32286576972429,0.117813074329332,4.22188835717988,18.535399806683,18.2114942528736,0.303928659616169,0.092372630136081,0.663222596030274,1.74396551724138,0.923853718488308,7.45834073119875E-155
Image446,0,7.46685791015625,494.599866837876,22.2396013192205,0.218716658946895,3.40855734437357,12.1033431043852,83.388725008194,0.42635253746572,0.181776486203458,0.644505990927938,3.08636512618814,0.973789992608272,7.45834073119875E-155
Image447,0,10.9400939941406,643.123545427694,25.3598806272367,0.142581686502846,2.82922279712138,8.47982841155473,66.7486769230769,0.338509252580841,0.11458851408284,0.578576464007908,3.26129230769231,0.977627572272458,7.45834073119875E-155
Image448,1,1.83779907226563,211.116866829065,14.5298612116243,0.002418691055151,8.75432763257835,81.5887517784665,176.645889792231,0.041005176780094,0.001681424522767,0.235311213854461,8.83378500451671,0.937873436653891,7.45834073119875E-155
Image449,0,11.6867523193359,1062.73509015015,32.5996179448495,0.212077121562055,3.10606918341051,9.88192360376904,249.818477553676,0.418891718834605,0.17547027210821,0.699778229701002,3.57368249837345,0.959737579814486,7.45834073119875E-155
Image450,0,17.5971984863281,1325.27310189382,36.4043005961359,0.11693950152818,2.45322146190664,6.29330370397818,247.785090909091,0.30410902846472,0.092482301193756,0.589684714565985,4.3609696969697,0.950960791156383,7.45834073119875E-155
Image451,0,5.76075744628906,401.141664745612,20.028521282052,0.263945508855878,3.94009527668565,16.2497394822047,39.0859066859067,0.472437193489654,0.22319690179238,0.698107352771288,2.11428571428571,0.987746576525242,7.45834073119875E-155
Image452,1,4.18247985839844,684.453639409299,26.1620648919251,0.001801575100041,6.72887550274876,46.7551778922838,305.253453453453,0.035369205680085,0.00125098071044,0.271400359469156,8.64204204204204,0.912714896393766,7.45834073119875E-155
Image453,1,2.78176879882812,459.773232130266,21.4423233846117,0.002409079909274,8.17080717114712,68.981682942992,99.9216589861751,0.040912732035812,0.001673851642634,0.270200141981869,6.48571428571429,0.960911788770108,7.45834073119875E-155
Image454,1,2.42015075683594,329.897537165355,18.1630817089324,0.003597782731623,8.18638020598837,71.07288712707,375.25641025641,0.05004648306834,0.00250465046751,0.349499909514166,6.712158808933,0.890213994223426,7.45834073119875E-155
Image455,0,8.67529296875,655.525518094597,25.603232571193,0.08834055050722,3.37707744948542,11.6860724102503,220.149208414661,0.261936218962428,0.068610582804333,0.538892376076236,5.87725005421817,0.940539066507746,7.45834073119875E-155
Image456,1,6.77461242675781,893.16764769361,29.8859105214081,0.024251076256835,4.81040318235287,23.8222120295323,172.738736263736,0.133475211818629,0.017815632170028,0.395551601644893,5.68214285714286,0.971414894784484,7.45834073119875E-155
Image457,0,5.09683227539063,417.410573192779,20.430628311258,0.110658699199262,4.3609779195826,19.4005474038624,144.427191543649,0.295384427185864,0.087251959823921,0.556322308216418,4.43083652269,0.961463763422908,7.45834073119875E-155
Image458,0,8.4046630859375,556.215888832153,23.5842296637425,0.184700332565573,3.18288873248595,10.5099478994428,132.696413394527,0.389008035760221,0.151327251886025,0.621520187698583,3.75369709331973,0.959099499578421,7.45834073119875E-155
Image459,1,3.28933715820312,363.324788273989,19.0610804592497,0.011463470493243,6.53935399505141,46.5006393374249,180.195316159251,0.090613254353552,0.008210761864542,0.375302240996365,6.50632318501171,0.951013532077489,7.45834073119875E-155
Image460,0,4.19503784179688,341.35190863679,18.475711316125,0.13418138714695,4.7702242177476,23.329304534177,137.639162561576,0.327439821032291,0.107216836397659,0.632572105402397,3.50697865353038,0.963060652556363,7.45834073119875E-155
Image461,0,5.90263366699219,485.753918095565,22.0398257274318,0.092061029579138,4.17376267383632,18.0739524111221,125.378785425101,0.267820053723666,0.071727581176548,0.623187454011496,3.25279352226721,0.967606757474558,7.45834073119875E-155
Image462,0,7.89404296875,580.250056283956,24.0883801091721,0.188091954364999,3.44733862578416,12.3042686122162,115.083206397563,0.39278977998298,0.154283811259078,0.664967111518586,3.08853769992384,0.969860250721414,7.45834073119875E-155
